time_block,EXPECTED_TIME_TO_SERVE_COMPOSITION,REAL_TIME_TO_SERVE_COMPOSITION,CLIENT_AGENT
"2013-08-13 16_05_12","6615","7607","38"
"2013-08-13 16_05_13","6615","7613","36"
"2013-08-13 16_05_13","6615","7623","43"
"2013-08-13 16_05_14","6615","7651","21"
"2013-08-13 16_05_14","6615","7619","39"
"2013-08-13 16_05_15","6615","7613","41"
"2013-08-13 16_05_16","6615","7611","30"
"2013-08-13 16_05_16","6615","7583","25"
"2013-08-13 16_05_17","6894","7630","40"
"2013-08-13 16_05_18","7191","7102","46"
"2013-08-13 16_05_18","7191","7101","49"
"2013-08-13 16_05_19","7191","7109","33"
"2013-08-13 16_05_19","7191","7103","28"
"2013-08-13 16_05_20","7191","7106","35"
"2013-08-13 16_05_21","7191","7109","32"
"2013-08-13 16_05_21","7191","7111","22"
"2013-08-13 16_05_22","7254","7115","23"
"2013-08-13 16_05_22","7191","7154","31"
"2013-08-13 16_05_23","7191","7200","45"
"2013-08-13 16_05_24","7191","7201","37"
"2013-08-13 16_05_24","7191","7187","34"
"2013-08-13 16_05_25","7191","7223","50"
"2013-08-13 16_05_25","7191","7203","48"
"2013-08-13 16_05_26","7191","7220","44"
"2013-08-13 16_05_27","7191","7216","27"
"2013-08-13 16_05_27","7191","7216","29"
"2013-08-13 16_05_28","6615","7204","47"
"2013-08-13 16_05_28","6615","7520","24"
"2013-08-13 16_05_29","6615","7806","42"
"2013-08-13 16_05_30","6615","7812","26"
"2013-08-13 16_05_30","6615","7815","38"
"2013-08-13 16_05_31","6615","7813","36"
"2013-08-13 16_05_31","6615","7822","43"
"2013-08-13 16_05_32","6615","7797","21"
"2013-08-13 16_05_33","6615","7789","39"
"2013-08-13 16_05_33","6615","7809","41"
"2013-08-13 16_05_34","6615","7798","30"
"2013-08-13 16_05_34","6615","7801","25"
"2013-08-13 16_05_35","6615","7821","40"
"2013-08-13 16_05_36","6615","7717","46"
"2013-08-13 16_05_36","6615","7723","49"
"2013-08-13 16_05_37","6615","7711","33"
"2013-08-13 16_05_37","6615","7696","28"
"2013-08-13 16_05_38","6615","7717","35"
"2013-08-13 16_05_39","6615","7704","32"
"2013-08-13 16_05_39","7191","7720","22"
"2013-08-13 16_05_40","7191","7720","23"
"2013-08-13 16_05_41","7191","7800","31"
"2013-08-13 16_05_41","7191","7800","45"
"2013-08-13 16_05_42","7191","7679","37"
"2013-08-13 16_05_42","7191","7715","34"
"2013-08-13 16_05_43","7191","7703","50"
"2013-08-13 16_05_44","7191","7710","48"
"2013-08-13 16_05_44","7191","7716","44"
"2013-08-13 16_05_45","7191","7816","27"
"2013-08-13 16_05_45","7191","7711","29"
"2013-08-13 16_05_46","7191","7683","47"
"2013-08-13 16_05_47","7191","7702","24"
"2013-08-13 16_05_47","7191","7711","42"
"2013-08-13 16_05_48","7191","7716","26"
"2013-08-13 16_05_48","7191","7730","38"
"2013-08-13 16_05_49","7191","7721","36"
"2013-08-13 16_05_50","7191","7710","43"
"2013-08-13 16_05_50","7191","7705","21"
"2013-08-13 16_05_51","851","900","22"
"2013-08-13 16_05_51","7191","7711","39"
"2013-08-13 16_05_51","7191","7715","41"
"2013-08-13 16_05_52","7191","7718","30"
"2013-08-13 16_05_53","7191","7714","25"
"2013-08-13 16_05_53","7191","7744","40"
"2013-08-13 16_05_54","7191","7801","46"
"2013-08-13 16_05_54","7191","7801","49"
"2013-08-13 16_05_55","7191","7809","33"
"2013-08-13 16_05_56","7191","7812","28"
"2013-08-13 16_05_56","7191","7815","35"
"2013-08-13 16_05_57","7191","7814","32"
"2013-08-13 16_05_57","7175","7212","23"
"2013-08-13 16_05_58","7191","7113","31"
"2013-08-13 16_05_59","7191","7104","45"
"2013-08-13 16_05_59","7191","7117","37"
"2013-08-13 16_06_00","7191","7123","34"
"2013-08-13 16_06_00","7191","7137","50"
"2013-08-13 16_06_01","7191","7199","48"
"2013-08-13 16_06_02","7191","7204","44"
"2013-08-13 16_06_02","7191","7208","27"
"2013-08-13 16_06_03","7191","7219","29"
"2013-08-13 16_06_04","7191","7219","47"
"2013-08-13 16_06_04","7191","7224","24"
"2013-08-13 16_06_05","7191","7205","42"
"2013-08-13 16_06_05","7191","7209","26"
"2013-08-13 16_06_06","7191","7206","38"
"2013-08-13 16_06_07","7191","7211","36"
"2013-08-13 16_06_07","7191","7211","43"
"2013-08-13 16_06_08","6615","7215","21"
"2013-08-13 16_06_08","7191","7415","22"
"2013-08-13 16_06_09","6615","7813","39"
"2013-08-13 16_06_10","6615","7807","41"
"2013-08-13 16_06_10","6615","7815","30"
"2013-08-13 16_06_11","6615","7802","25"
"2013-08-13 16_06_11","6615","7795","40"
"2013-08-13 16_06_12","6615","7724","46"
"2013-08-13 16_06_13","6615","7706","49"
"2013-08-13 16_06_13","6615","7717","33"
"2013-08-13 16_06_14","6615","7725","28"
"2013-08-13 16_06_14","6615","7710","35"
"2013-08-13 16_06_15","6615","7712","32"
"2013-08-13 16_06_16","6615","7705","23"
"2013-08-13 16_06_16","6615","7712","31"
"2013-08-13 16_06_17","6615","7709","45"
"2013-08-13 16_06_17","6615","7721","37"
"2013-08-13 16_06_18","6615","7720","34"
"2013-08-13 16_06_19","6615","7777","50"
"2013-08-13 16_06_19","7191","7701","48"
"2013-08-13 16_06_20","7191","7672","44"
"2013-08-13 16_06_20","7191","7704","27"
"2013-08-13 16_06_21","851","1015","41"
"2013-08-13 16_06_21","7191","7710","29"
"2013-08-13 16_06_22","7191","7711","47"
"2013-08-13 16_06_22","7191","7708","24"
"2013-08-13 16_06_23","7191","7714","42"
"2013-08-13 16_06_23","7191","7711","26"
"2013-08-13 16_06_24","7191","7684","38"
"2013-08-13 16_06_25","7191","7720","36"
"2013-08-13 16_06_25","7191","7704","43"
"2013-08-13 16_06_26","7191","7709","21"
"2013-08-13 16_06_26","7191","7700","22"
"2013-08-13 16_06_27","7191","7740","39"
"2013-08-13 16_06_28","7191","7198","30"
"2013-08-13 16_06_28","7191","7201","25"
"2013-08-13 16_06_29","7191","7204","40"
"2013-08-13 16_06_30","7191","7200","46"
"2013-08-13 16_06_30","7191","7306","49"
"2013-08-13 16_06_31","7191","7208","33"
"2013-08-13 16_06_31","7191","7224","28"
"2013-08-13 16_06_32","7191","7222","35"
"2013-08-13 16_06_33","7191","7206","32"
"2013-08-13 16_06_33","7191","7171","23"
"2013-08-13 16_06_34","7191","7217","31"
"2013-08-13 16_06_34","7191","7213","45"
"2013-08-13 16_06_35","7191","7213","37"
"2013-08-13 16_06_36","7191","7208","34"
"2013-08-13 16_06_36","7191","7195","50"
"2013-08-13 16_06_37","7191","7120","48"
"2013-08-13 16_06_37","7191","7115","44"
"2013-08-13 16_06_38","6615","7127","27"
"2013-08-13 16_06_39","6615","7289","41"
"2013-08-13 16_06_39","6615","7801","29"
"2013-08-13 16_06_40","6615","7816","47"
"2013-08-13 16_06_40","6615","7813","24"
"2013-08-13 16_06_41","6615","7804","42"
"2013-08-13 16_06_42","6615","7806","26"
"2013-08-13 16_06_42","6615","7809","38"
"2013-08-13 16_06_43","6615","7808","36"
"2013-08-13 16_06_43","6615","7804","43"
"2013-08-13 16_06_44","6615","7807","21"
"2013-08-13 16_06_45","6615","7816","22"
"2013-08-13 16_06_45","6615","7845","39"
"2013-08-13 16_06_46","6615","7714","30"
"2013-08-13 16_06_46","6615","7708","25"
"2013-08-13 16_06_47","6615","7713","40"
"2013-08-13 16_06_48","6615","7712","46"
"2013-08-13 16_06_48","6615","7715","49"
"2013-08-13 16_06_49","6615","7706","33"
"2013-08-13 16_06_49","6894","7758","28"
"2013-08-13 16_06_50","7191","7802","35"
"2013-08-13 16_06_51","7191","7801","32"
"2013-08-13 16_06_51","7191","7810","23"
"2013-08-13 16_06_52","7191","7811","31"
"2013-08-13 16_06_53","7191","7816","45"
"2013-08-13 16_06_53","7191","7811","37"
"2013-08-13 16_06_54","7191","7820","34"
"2013-08-13 16_06_54","7191","7824","50"
"2013-08-13 16_06_55","7191","7815","48"
"2013-08-13 16_06_56","7191","7822","44"
"2013-08-13 16_06_56","7191","7812","27"
"2013-08-13 16_06_57","7191","7729","41"
"2013-08-13 16_06_57","7191","7794","29"
"2013-08-13 16_06_58","7191","7900","47"
"2013-08-13 16_06_59","7191","7915","24"
"2013-08-13 16_06_59","7191","7896","42"
"2013-08-13 16_07_00","7191","7794","26"
"2013-08-13 16_07_00","7191","7798","38"
"2013-08-13 16_07_01","7191","7815","36"
"2013-08-13 16_07_02","7191","7812","43"
"2013-08-13 16_07_02","7191","7807","21"
"2013-08-13 16_07_03","7191","7822","22"
"2013-08-13 16_07_03","7191","7805","39"
"2013-08-13 16_07_04","7191","7775","30"
"2013-08-13 16_07_05","7191","7817","25"
"2013-08-13 16_07_05","829","901","34"
"2013-08-13 16_07_05","7191","7816","40"
"2013-08-13 16_07_06","7191","7810","46"
"2013-08-13 16_07_06","7191","7802","49"
"2013-08-13 16_07_07","7191","7785","33"
"2013-08-13 16_07_08","7191","7790","28"
"2013-08-13 16_07_08","7191","7693","35"
"2013-08-13 16_07_09","7191","7721","32"
"2013-08-13 16_07_09","7191","7707","23"
"2013-08-13 16_07_10","7191","7716","31"
"2013-08-13 16_07_11","7191","7710","45"
"2013-08-13 16_07_11","7191","7710","37"
"2013-08-13 16_07_12","7191","7070","50"
"2013-08-13 16_07_12","7191","7105","48"
"2013-08-13 16_07_13","7191","7124","44"
"2013-08-13 16_07_14","7191","7118","27"
"2013-08-13 16_07_14","7191","7107","41"
"2013-08-13 16_07_15","7191","7015","29"
"2013-08-13 16_07_15","7191","7012","47"
"2013-08-13 16_07_16","7191","6980","24"
"2013-08-13 16_07_17","7191","7007","42"
"2013-08-13 16_07_17","7191","7021","26"
"2013-08-13 16_07_18","7191","7005","38"
"2013-08-13 16_07_18","7191","7013","36"
"2013-08-13 16_07_19","7191","7007","43"
"2013-08-13 16_07_20","7191","7026","21"
"2013-08-13 16_07_20","7191","6981","22"
"2013-08-13 16_07_21","7191","7012","39"
"2013-08-13 16_07_21","7191","7011","30"
"2013-08-13 16_07_22","6678","7037","25"
"2013-08-13 16_07_23","7191","7297","34"
"2013-08-13 16_07_23","6615","7701","40"
"2013-08-13 16_07_24","6615","7708","46"
"2013-08-13 16_07_25","6615","7713","49"
"2013-08-13 16_07_25","6615","7715","33"
"2013-08-13 16_07_26","6615","7711","28"
"2013-08-13 16_07_26","6615","7759","35"
"2013-08-13 16_07_27","6615","7801","32"
"2013-08-13 16_07_28","6615","7800","23"
"2013-08-13 16_07_28","829","899","42"
"2013-08-13 16_07_28","6615","7803","31"
"2013-08-13 16_07_29","6615","7808","45"
"2013-08-13 16_07_29","6615","7805","37"
"2013-08-13 16_07_30","6615","7819","50"
"2013-08-13 16_07_31","6615","7837","48"
"2013-08-13 16_07_31","6615","7900","44"
"2013-08-13 16_07_32","6615","7900","27"
"2013-08-13 16_07_33","6615","7915","41"
"2013-08-13 16_07_33","6615","7907","29"
"2013-08-13 16_07_34","6615","7914","47"
"2013-08-13 16_07_34","7191","7908","24"
"2013-08-13 16_07_35","7191","7343","26"
"2013-08-13 16_07_36","7191","7384","38"
"2013-08-13 16_07_36","7191","7389","36"
"2013-08-13 16_07_37","7191","7394","43"
"2013-08-13 16_07_37","7191","7409","21"
"2013-08-13 16_07_38","7191","7512","22"
"2013-08-13 16_07_39","7191","7402","39"
"2013-08-13 16_07_39","7191","7406","30"
"2013-08-13 16_07_40","7191","7407","25"
"2013-08-13 16_07_40","7191","7310","34"
"2013-08-13 16_07_41","7191","7309","40"
"2013-08-13 16_07_42","7191","7310","46"
"2013-08-13 16_07_42","7191","7276","49"
"2013-08-13 16_07_43","7191","7306","33"
"2013-08-13 16_07_43","7191","7319","28"
"2013-08-13 16_07_44","7191","7306","35"
"2013-08-13 16_07_45","7191","7202","32"
"2013-08-13 16_07_45","6625","7189","23"
"2013-08-13 16_07_46","747","799","24"
"2013-08-13 16_07_46","7191","7512","42"
"2013-08-13 16_07_46","6615","7808","31"
"2013-08-13 16_07_47","6615","7784","45"
"2013-08-13 16_07_48","6615","7801","37"
"2013-08-13 16_07_48","6625","7808","50"
"2013-08-13 16_07_49","6615","7815","48"
"2013-08-13 16_07_49","6615","7712","44"
"2013-08-13 16_07_50","6615","7689","27"
"2013-08-13 16_07_51","6615","7710","41"
"2013-08-13 16_07_51","6615","7711","29"
"2013-08-13 16_07_52","6615","7718","47"
"2013-08-13 16_07_52","6615","7124","26"
"2013-08-13 16_07_53","6615","7005","38"
"2013-08-13 16_07_54","6615","7007","36"
"2013-08-13 16_07_54","6678","7015","43"
"2013-08-13 16_07_55","6615","7024","21"
"2013-08-13 16_07_55","6615","7007","22"
"2013-08-13 16_07_56","7191","7014","39"
"2013-08-13 16_07_57","7191","7009","30"
"2013-08-13 16_07_57","7191","7011","25"
"2013-08-13 16_07_58","7191","7019","34"
"2013-08-13 16_07_58","7191","7007","40"
"2013-08-13 16_07_59","7191","7016","46"
"2013-08-13 16_08_00","7191","7015","49"
"2013-08-13 16_08_00","7191","7016","33"
"2013-08-13 16_08_01","7191","7052","28"
"2013-08-13 16_08_02","7191","7100","35"
"2013-08-13 16_08_02","7191","7101","32"
"2013-08-13 16_08_03","6615","7117","23"
"2013-08-13 16_08_03","7191","7415","24"
"2013-08-13 16_08_04","6615","7707","42"
"2013-08-13 16_08_05","6615","7699","31"
"2013-08-13 16_08_05","6615","7752","45"
"2013-08-13 16_08_06","6615","7801","37"
"2013-08-13 16_08_06","6615","7800","50"
"2013-08-13 16_08_07","6615","7811","48"
"2013-08-13 16_08_08","6615","7820","44"
"2013-08-13 16_08_08","6615","7814","27"
"2013-08-13 16_08_09","6615","7833","41"
"2013-08-13 16_08_10","6615","7900","29"
"2013-08-13 16_08_10","6615","7901","47"
"2013-08-13 16_08_11","6615","7897","26"
"2013-08-13 16_08_11","6615","7911","38"
"2013-08-13 16_08_12","6615","7914","36"
"2013-08-13 16_08_12","892","1004","28"
"2013-08-13 16_08_13","6615","7947","43"
"2013-08-13 16_08_13","6615","8000","21"
"2013-08-13 16_08_14","6615","8000","22"
"2013-08-13 16_08_14","829","882","23"
"2013-08-13 16_08_14","6615","8016","39"
"2013-08-13 16_08_15","7191","7993","30"
"2013-08-13 16_08_16","7191","8020","25"
"2013-08-13 16_08_16","7191","8086","34"
"2013-08-13 16_08_17","7191","8080","40"
"2013-08-13 16_08_18","7191","8100","46"
"2013-08-13 16_08_18","7191","8103","49"
"2013-08-13 16_08_19","7240","8116","33"
"2013-08-13 16_08_19","7191","7520","35"
"2013-08-13 16_08_20","7191","7359","32"
"2013-08-13 16_08_21","7191","6804","24"
"2013-08-13 16_08_21","7191","6821","42"
"2013-08-13 16_08_22","7191","6803","31"
"2013-08-13 16_08_22","7191","6805","45"
"2013-08-13 16_08_23","7191","6697","37"
"2013-08-13 16_08_24","7191","6668","50"
"2013-08-13 16_08_24","7191","6713","48"
"2013-08-13 16_08_25","7191","6716","44"
"2013-08-13 16_08_25","7191","6813","27"
"2013-08-13 16_08_26","7191","6706","41"
"2013-08-13 16_08_27","7191","6606","29"
"2013-08-13 16_08_27","7191","6692","47"
"2013-08-13 16_08_28","7191","6684","26"
"2013-08-13 16_08_28","7191","6702","38"
"2013-08-13 16_08_29","6615","6715","36"
"2013-08-13 16_08_30","7191","7005","28"
"2013-08-13 16_08_30","6615","7306","43"
"2013-08-13 16_08_31","6615","7215","21"
"2013-08-13 16_08_31","6039","7205","22"
"2013-08-13 16_08_32","6615","7623","23"
"2013-08-13 16_08_33","6039","7804","39"
"2013-08-13 16_08_33","6039","7817","30"
"2013-08-13 16_08_34","6039","7806","25"
"2013-08-13 16_08_34","6039","7705","34"
"2013-08-13 16_08_35","6039","7714","40"
"2013-08-13 16_08_36","6039","7702","46"
"2013-08-13 16_08_36","6039","7677","49"
"2013-08-13 16_08_37","6615","7716","33"
"2013-08-13 16_08_37","6039","7712","35"
"2013-08-13 16_08_38","6039","7717","32"
"2013-08-13 16_08_39","829","899","47"
"2013-08-13 16_08_39","6039","7707","24"
"2013-08-13 16_08_39","6039","7725","42"
"2013-08-13 16_08_40","6039","7800","31"
"2013-08-13 16_08_40","6039","7711","45"
"2013-08-13 16_08_41","851","895","28"
"2013-08-13 16_08_41","6615","7708","37"
"2013-08-13 16_08_42","6615","7705","50"
"2013-08-13 16_08_42","6615","7719","48"
"2013-08-13 16_08_43","7191","7716","44"
"2013-08-13 16_08_43","7191","7752","27"
"2013-08-13 16_08_44","851","902","39"
"2013-08-13 16_08_44","7191","7799","41"
"2013-08-13 16_08_45","7191","7801","29"
"2013-08-13 16_08_45","7191","7120","26"
"2013-08-13 16_08_46","7191","7105","38"
"2013-08-13 16_08_47","7191","7116","36"
"2013-08-13 16_08_47","7191","6509","43"
"2013-08-13 16_08_48","829","900","49"
"2013-08-13 16_08_48","7191","6778","21"
"2013-08-13 16_08_49","7191","6800","22"
"2013-08-13 16_08_49","7191","6800","23"
"2013-08-13 16_08_50","7191","6212","30"
"2013-08-13 16_08_50","7191","6212","25"
"2013-08-13 16_08_51","7191","6211","34"
"2013-08-13 16_08_52","7191","6203","40"
"2013-08-13 16_08_52","7191","6210","46"
"2013-08-13 16_08_53","7191","5604","33"
"2013-08-13 16_08_53","7191","5404","35"
"2013-08-13 16_08_54","6615","5607","32"
"2013-08-13 16_08_55","6615","5717","47"
"2013-08-13 16_08_55","6615","6228","24"
"2013-08-13 16_08_56","6615","6300","42"
"2013-08-13 16_08_56","857","976","29"
"2013-08-13 16_08_57","6615","6296","31"
"2013-08-13 16_08_57","6039","6284","45"
"2013-08-13 16_08_58","6039","6414","28"
"2013-08-13 16_08_58","5942","6905","37"
"2013-08-13 16_08_59","6039","6924","50"
"2013-08-13 16_09_00","6039","6935","48"
"2013-08-13 16_09_00","6039","7001","44"
"2013-08-13 16_09_01","5463","7000","27"
"2013-08-13 16_09_01","6039","7134","39"
"2013-08-13 16_09_02","5463","7516","41"
"2013-08-13 16_09_03","5463","6919","26"
"2013-08-13 16_09_03","5463","6931","38"
"2013-08-13 16_09_04","5463","6916","36"
"2013-08-13 16_09_04","4887","6914","43"
"2013-08-13 16_09_05","5463","7121","49"
"2013-08-13 16_09_06","4887","7312","21"
"2013-08-13 16_09_06","5463","7215","22"
"2013-08-13 16_09_07","5463","7321","23"
"2013-08-13 16_09_08","6039","7301","30"
"2013-08-13 16_09_08","6039","7301","25"
"2013-08-13 16_09_09","5463","7306","34"
"2013-08-13 16_09_09","6615","7319","40"
"2013-08-13 16_09_10","6615","7307","46"
"2013-08-13 16_09_11","6615","7303","33"
"2013-08-13 16_09_11","6615","7313","35"
"2013-08-13 16_09_12","6615","7310","32"
"2013-08-13 16_09_12","6615","7413","47"
"2013-08-13 16_09_13","6615","7301","24"
"2013-08-13 16_09_14","6615","7211","42"
"2013-08-13 16_09_14","851","900","26"
"2013-08-13 16_09_14","6615","7606","29"
"2013-08-13 16_09_15","6615","7804","31"
"2013-08-13 16_09_15","6615","7819","45"
"2013-08-13 16_09_16","6615","7802","28"
"2013-08-13 16_09_17","6615","7801","37"
"2013-08-13 16_09_17","6615","7802","50"
"2013-08-13 16_09_18","6615","7795","48"
"2013-08-13 16_09_18","6615","7725","44"
"2013-08-13 16_09_19","6615","7704","27"
"2013-08-13 16_09_20","6615","7716","39"
"2013-08-13 16_09_20","6615","7716","41"
"2013-08-13 16_09_21","6615","7111","38"
"2013-08-13 16_09_21","6615","7122","36"
"2013-08-13 16_09_22","6615","7105","43"
"2013-08-13 16_09_23","6615","7115","49"
"2013-08-13 16_09_23","6615","7101","21"
"2013-08-13 16_09_24","6615","7109","22"
"2013-08-13 16_09_24","7109","7107","23"
"2013-08-13 16_09_25","7191","7012","30"
"2013-08-13 16_09_26","7191","7002","25"
"2013-08-13 16_09_26","7191","7006","34"
"2013-08-13 16_09_27","7191","7008","40"
"2013-08-13 16_09_27","7191","7020","46"
"2013-08-13 16_09_28","7191","7029","33"
"2013-08-13 16_09_29","7191","7100","35"
"2013-08-13 16_09_29","7191","7102","32"
"2013-08-13 16_09_30","7191","7084","47"
"2013-08-13 16_09_30","7191","7113","24"
"2013-08-13 16_09_31","6615","7118","42"
"2013-08-13 16_09_32","7191","7306","26"
"2013-08-13 16_09_32","6615","7722","29"
"2013-08-13 16_09_33","6615","7708","31"
"2013-08-13 16_09_33","6615","7824","45"
"2013-08-13 16_09_34","6615","7710","28"
"2013-08-13 16_09_35","6615","7714","37"
"2013-08-13 16_09_35","6615","7711","50"
"2013-08-13 16_09_36","6615","7712","48"
"2013-08-13 16_09_36","6615","7712","44"
"2013-08-13 16_09_37","6615","7709","27"
"2013-08-13 16_09_38","6615","7693","39"
"2013-08-13 16_09_38","6678","7716","41"
"2013-08-13 16_09_39","6615","7715","38"
"2013-08-13 16_09_39","6615","7714","36"
"2013-08-13 16_09_40","6615","7712","43"
"2013-08-13 16_09_41","6615","7712","49"
"2013-08-13 16_09_41","6615","7724","21"
"2013-08-13 16_09_42","6615","7707","22"
"2013-08-13 16_09_42","6615","7723","23"
"2013-08-13 16_09_43","7191","7724","30"
"2013-08-13 16_09_44","7191","7714","25"
"2013-08-13 16_09_44","7191","7710","34"
"2013-08-13 16_09_45","829","901","45"
"2013-08-13 16_09_45","7254","7743","40"
"2013-08-13 16_09_46","7191","7795","46"
"2013-08-13 16_09_46","7191","7797","33"
"2013-08-13 16_09_47","7191","7720","35"
"2013-08-13 16_09_47","7191","7708","32"
"2013-08-13 16_09_48","7191","7714","47"
"2013-08-13 16_09_49","7191","7704","24"
"2013-08-13 16_09_49","7191","7709","42"
"2013-08-13 16_09_49","719","802","41"
"2013-08-13 16_09_50","7191","7712","26"
"2013-08-13 16_09_50","7191","7704","29"
"2013-08-13 16_09_51","7191","7713","31"
"2013-08-13 16_09_52","7191","7133","28"
"2013-08-13 16_09_52","7191","7119","37"
"2013-08-13 16_09_53","7191","7088","50"
"2013-08-13 16_09_53","7191","7104","48"
"2013-08-13 16_09_54","7191","7108","44"
"2013-08-13 16_09_55","7191","7135","27"
"2013-08-13 16_09_55","7191","7200","39"
"2013-08-13 16_09_56","7191","6599","38"
"2013-08-13 16_09_56","7191","6615","36"
"2013-08-13 16_09_57","7191","6608","43"
"2013-08-13 16_09_58","7191","6646","49"
"2013-08-13 16_09_58","7191","6615","21"
"2013-08-13 16_09_59","7191","6607","22"
"2013-08-13 16_09_59","7191","6604","23"
"2013-08-13 16_10_00","7191","6606","30"
"2013-08-13 16_10_01","7191","6631","25"
"2013-08-13 16_10_01","6615","6631","34"
"2013-08-13 16_10_02","7191","6704","45"
"2013-08-13 16_10_02","6615","7225","40"
"2013-08-13 16_10_03","6615","7121","46"
"2013-08-13 16_10_04","6615","7118","33"
"2013-08-13 16_10_04","6615","7131","35"
"2013-08-13 16_10_05","6615","7200","32"
"2013-08-13 16_10_06","6615","7200","47"
"2013-08-13 16_10_06","6615","7205","24"
"2013-08-13 16_10_07","6039","7219","42"
"2013-08-13 16_10_07","6615","7494","41"
"2013-08-13 16_10_08","6039","7819","26"
"2013-08-13 16_10_09","6039","7811","29"
"2013-08-13 16_10_09","6039","7807","31"
"2013-08-13 16_10_10","6039","7793","28"
"2013-08-13 16_10_10","6039","7802","37"
"2013-08-13 16_10_11","6039","7816","50"
"2013-08-13 16_10_12","6039","7851","48"
"2013-08-13 16_10_12","6039","7899","44"
"2013-08-13 16_10_13","6039","7900","27"
"2013-08-13 16_10_13","829","900","45"
"2013-08-13 16_10_13","6318","7821","39"
"2013-08-13 16_10_14","6615","7801","38"
"2013-08-13 16_10_15","6615","7816","36"
"2013-08-13 16_10_15","6615","7807","43"
"2013-08-13 16_10_16","6615","7804","49"
"2013-08-13 16_10_16","6615","7808","21"
"2013-08-13 16_10_17","6615","7822","22"
"2013-08-13 16_10_18","6615","7816","23"
"2013-08-13 16_10_18","6894","7804","30"
"2013-08-13 16_10_19","7191","7808","25"
"2013-08-13 16_10_19","7191","7818","34"
"2013-08-13 16_10_20","7191","7207","40"
"2013-08-13 16_10_21","7191","7206","46"
"2013-08-13 16_10_21","7191","7192","33"
"2013-08-13 16_10_22","7191","7189","35"
"2013-08-13 16_10_22","7191","7116","32"
"2013-08-13 16_10_23","7191","7119","47"
"2013-08-13 16_10_24","7191","7109","24"
"2013-08-13 16_10_24","7254","7137","42"
"2013-08-13 16_10_25","7191","7200","41"
"2013-08-13 16_10_26","7191","7193","26"
"2013-08-13 16_10_26","7191","7188","29"
"2013-08-13 16_10_27","7191","7306","31"
"2013-08-13 16_10_27","7191","7212","28"
"2013-08-13 16_10_28","7191","7213","37"
"2013-08-13 16_10_29","7191","7233","50"
"2013-08-13 16_10_29","7191","7206","48"
"2013-08-13 16_10_30","7191","7107","44"
"2013-08-13 16_10_30","6615","7130","27"
"2013-08-13 16_10_31","7191","7502","45"
"2013-08-13 16_10_32","6615","7800","39"
"2013-08-13 16_10_32","6615","7815","38"
"2013-08-13 16_10_33","6615","7812","36"
"2013-08-13 16_10_33","6615","7812","43"
"2013-08-13 16_10_34","6615","7824","49"
"2013-08-13 16_10_35","6615","7900","21"
"2013-08-13 16_10_35","6615","7897","22"
"2013-08-13 16_10_36","6615","7944","23"
"2013-08-13 16_10_37","6615","8001","30"
"2013-08-13 16_10_37","6615","8000","25"
"2013-08-13 16_10_38","6615","8023","34"
"2013-08-13 16_10_38","6615","8010","40"
"2013-08-13 16_10_39","6615","8012","46"
"2013-08-13 16_10_40","6615","8010","33"
"2013-08-13 16_10_40","6615","8154","35"
"2013-08-13 16_10_41","6615","8091","32"
"2013-08-13 16_10_42","6615","8092","47"
"2013-08-13 16_10_42","6615","8088","24"
"2013-08-13 16_10_43","7191","8112","42"
"2013-08-13 16_10_43","7191","8008","41"
"2013-08-13 16_10_44","7191","7991","26"
"2013-08-13 16_10_45","7191","8014","29"
"2013-08-13 16_10_45","7191","8015","31"
"2013-08-13 16_10_46","7191","8099","28"
"2013-08-13 16_10_46","7191","8101","37"
"2013-08-13 16_10_47","7191","8106","50"
"2013-08-13 16_10_48","7191","8139","48"
"2013-08-13 16_10_48","7191","8200","44"
"2013-08-13 16_10_49","851","959","25"
"2013-08-13 16_10_49","7191","8200","27"
"2013-08-13 16_10_50","7191","8121","45"
"2013-08-13 16_10_50","7191","8105","39"
"2013-08-13 16_10_51","7191","8113","38"
"2013-08-13 16_10_51","7191","8109","36"
"2013-08-13 16_10_52","7191","8128","43"
"2013-08-13 16_10_53","7191","8107","49"
"2013-08-13 16_10_53","7191","8013","21"
"2013-08-13 16_10_54","7191","8118","22"
"2013-08-13 16_10_54","7191","7997","23"
"2013-08-13 16_10_55","7191","7903","30"
"2013-08-13 16_10_56","7191","7411","34"
"2013-08-13 16_10_56","7191","7303","40"
"2013-08-13 16_10_57","7191","7401","46"
"2013-08-13 16_10_57","7191","7401","33"
"2013-08-13 16_10_58","7191","7417","35"
"2013-08-13 16_10_59","7767","7305","32"
"2013-08-13 16_10_59","7191","7282","47"
"2013-08-13 16_11_00","7191","7297","24"
"2013-08-13 16_11_00","7191","7277","42"
"2013-08-13 16_11_01","7191","7296","41"
"2013-08-13 16_11_02","7191","7292","26"
"2013-08-13 16_11_02","7191","7303","29"
"2013-08-13 16_11_03","7191","7309","31"
"2013-08-13 16_11_03","7767","7205","28"
"2013-08-13 16_11_04","7191","7321","37"
"2013-08-13 16_11_05","7191","7215","50"
"2013-08-13 16_11_05","7191","7203","48"
"2013-08-13 16_11_06","7191","7114","44"
"2013-08-13 16_11_06","7191","7415","25"
"2013-08-13 16_11_07","6615","7684","27"
"2013-08-13 16_11_08","6615","7719","45"
"2013-08-13 16_11_08","6615","7715","39"
"2013-08-13 16_11_09","6615","7713","38"
"2013-08-13 16_11_09","6615","7714","36"
