time_block,EXPECTED_TIME_TO_SERVE_COMPOSITION,REAL_TIME_TO_SERVE_COMPOSITION,CLIENT_AGENT
"2013-08-13 11_51_46","3747","4607","39"
"2013-08-13 11_51_47","3747","4593","23"
"2013-08-13 11_51_47","3747","4700","14"
"2013-08-13 11_51_48","3747","4601","30"
"2013-08-13 11_51_48","3747","4699","20"
"2013-08-13 11_51_49","3747","4600","12"
"2013-08-13 11_51_49","3747","4709","21"
"2013-08-13 11_51_50","3747","4600","13"
"2013-08-13 11_51_50","3747","4605","17"
"2013-08-13 11_51_51","3747","4598","26"
"2013-08-13 11_51_51","3747","4613","24"
"2013-08-13 11_51_52","3747","4596","15"
"2013-08-13 11_51_52","3747","4592","33"
"2013-08-13 11_51_53","3747","4601","31"
"2013-08-13 11_51_53","3747","4700","19"
"2013-08-13 11_51_54","3747","4700","18"
"2013-08-13 11_51_54","3598","4627","36"
"2013-08-13 11_51_55","3747","4594","22"
"2013-08-13 11_51_55","3747","4679","27"
"2013-08-13 11_51_56","3747","4599","32"
"2013-08-13 11_51_56","3747","4601","35"
"2013-08-13 11_51_57","3747","4620","34"
"2013-08-13 11_51_57","3747","4598","40"
"2013-08-13 11_51_58","3747","4598","25"
"2013-08-13 11_51_58","3747","4601","11"
"2013-08-13 11_51_59","3747","4601","29"
"2013-08-13 11_51_59","3747","4599","28"
"2013-08-13 11_52_00","3747","4600","16"
"2013-08-13 11_52_00","3747","4601","37"
"2013-08-13 11_52_01","3747","4604","38"
"2013-08-13 11_52_01","3747","4601","39"
"2013-08-13 11_52_02","3747","4600","23"
"2013-08-13 11_52_02","3747","4594","14"
"2013-08-13 11_52_03","3747","4600","30"
"2013-08-13 11_52_03","887","998","15"
"2013-08-13 11_52_03","3747","4603","20"
"2013-08-13 11_52_04","3747","4588","12"
"2013-08-13 11_52_04","3747","4643","21"
"2013-08-13 11_52_05","4176","4575","13"
"2013-08-13 11_52_05","3747","4593","17"
"2013-08-13 11_52_06","3747","4609","26"
"2013-08-13 11_52_06","3747","4600","24"
"2013-08-13 11_52_07","3747","4101","33"
"2013-08-13 11_52_07","3747","4103","31"
"2013-08-13 11_52_08","3747","4099","19"
"2013-08-13 11_52_08","3747","4102","18"
"2013-08-13 11_52_09","3747","4068","36"
"2013-08-13 11_52_09","3747","4101","22"
"2013-08-13 11_52_10","3747","4092","27"
"2013-08-13 11_52_10","3747","4106","32"
"2013-08-13 11_52_11","3747","4102","35"
"2013-08-13 11_52_11","3747","4190","34"
"2013-08-13 11_52_12","3747","4202","40"
"2013-08-13 11_52_12","3747","4100","25"
"2013-08-13 11_52_13","3747","4094","11"
"2013-08-13 11_52_13","3747","4080","29"
"2013-08-13 11_52_14","3747","4089","28"
"2013-08-13 11_52_14","3747","4099","16"
"2013-08-13 11_52_15","3747","4104","37"
"2013-08-13 11_52_15","3747","4099","38"
"2013-08-13 11_52_16","3747","4104","39"
"2013-08-13 11_52_16","3747","4103","23"
"2013-08-13 11_52_17","3747","4100","14"
"2013-08-13 11_52_17","3318","4100","30"
"2013-08-13 11_52_18","3747","4400","15"
"2013-08-13 11_52_18","3318","4598","20"
"2013-08-13 11_52_19","3318","4600","12"
"2013-08-13 11_52_19","3292","4701","21"
"2013-08-13 11_52_20","887","992","18"
"2013-08-13 11_52_20","3318","4590","13"
"2013-08-13 11_52_20","3318","4600","17"
"2013-08-13 11_52_21","3318","4604","26"
"2013-08-13 11_52_21","3318","4596","24"
"2013-08-13 11_52_22","3318","4600","33"
"2013-08-13 11_52_22","3318","4599","31"
"2013-08-13 11_52_23","865","1021","34"
"2013-08-13 11_52_23","3318","4702","19"
"2013-08-13 11_52_23","3318","4200","36"
"2013-08-13 11_52_24","3313","4105","22"
"2013-08-13 11_52_24","3318","4100","27"
"2013-08-13 11_52_25","3318","4100","32"
"2013-08-13 11_52_25","3318","4102","35"
"2013-08-13 11_52_26","3318","3712","40"
"2013-08-13 11_52_26","3318","3582","25"
"2013-08-13 11_52_27","3318","3602","11"
"2013-08-13 11_52_27","3633","3688","29"
"2013-08-13 11_52_28","3633","3601","28"
"2013-08-13 11_52_28","3747","3603","16"
"2013-08-13 11_52_29","4176","3601","37"
"2013-08-13 11_52_29","3747","3596","38"
"2013-08-13 11_52_30","3747","3595","39"
"2013-08-13 11_52_30","3747","3601","23"
"2013-08-13 11_52_31","3747","3687","14"
"2013-08-13 11_52_31","3747","3601","30"
"2013-08-13 11_52_32","3747","3704","15"
"2013-08-13 11_52_32","3747","3599","20"
"2013-08-13 11_52_33","3747","3604","12"
"2013-08-13 11_52_33","3318","3598","21"
"2013-08-13 11_52_34","3318","3700","18"
"2013-08-13 11_52_34","3318","4123","13"
"2013-08-13 11_52_35","3318","4102","17"
"2013-08-13 11_52_35","3318","4100","26"
"2013-08-13 11_52_36","3318","4102","24"
"2013-08-13 11_52_36","3318","4094","33"
"2013-08-13 11_52_37","2889","4049","31"
"2013-08-13 11_52_37","2889","4202","34"
"2013-08-13 11_52_38","2889","4602","19"
"2013-08-13 11_52_38","2889","4600","36"
"2013-08-13 11_52_39","2889","4600","22"
"2013-08-13 11_52_39","2889","4587","27"
"2013-08-13 11_52_40","2889","4601","32"
"2013-08-13 11_52_40","2889","4604","35"
"2013-08-13 11_52_41","2889","4604","40"
"2013-08-13 11_52_41","2889","4599","25"
"2013-08-13 11_52_42","2889","4711","11"
"2013-08-13 11_52_42","2889","4599","29"
"2013-08-13 11_52_43","2889","4604","28"
"2013-08-13 11_52_43","2889","4560","16"
"2013-08-13 11_52_44","2889","4612","37"
"2013-08-13 11_52_44","2889","4609","38"
"2013-08-13 11_52_45","2889","4599","39"
"2013-08-13 11_52_45","3204","4591","23"
"2013-08-13 11_52_46","3318","4589","14"
"2013-08-13 11_52_46","3318","4581","30"
"2013-08-13 11_52_47","3318","4595","15"
"2013-08-13 11_52_47","3318","4600","20"
"2013-08-13 11_52_48","3318","4584","12"
"2013-08-13 11_52_48","3633","4571","21"
"2013-08-13 11_52_49","3747","4601","18"
"2013-08-13 11_52_49","3747","4687","13"
"2013-08-13 11_52_50","3747","4591","17"
"2013-08-13 11_52_50","3747","4598","26"
"2013-08-13 11_52_51","3747","4600","24"
"2013-08-13 11_52_51","3747","4597","33"
"2013-08-13 11_52_52","3747","4603","31"
"2013-08-13 11_52_52","3747","4600","34"
"2013-08-13 11_52_53","887","1004","25"
"2013-08-13 11_52_53","3747","4602","19"
"2013-08-13 11_52_53","3747","4612","36"
"2013-08-13 11_52_54","3747","4616","22"
"2013-08-13 11_52_54","3747","4598","27"
"2013-08-13 11_52_55","3747","4602","32"
"2013-08-13 11_52_55","3747","4580","35"
"2013-08-13 11_52_56","3747","4601","40"
"2013-08-13 11_52_56","3747","4079","11"
"2013-08-13 11_52_57","3747","4098","29"
"2013-08-13 11_52_57","3747","4101","28"
"2013-08-13 11_52_58","3747","4096","16"
"2013-08-13 11_52_58","3747","4099","37"
"2013-08-13 11_52_59","3747","4104","38"
"2013-08-13 11_52_59","3747","4099","39"
"2013-08-13 11_53_00","3747","4103","23"
"2013-08-13 11_53_00","3747","4124","14"
"2013-08-13 11_53_01","3747","4102","30"
"2013-08-13 11_53_01","3747","4103","15"
"2013-08-13 11_53_02","3747","4099","20"
"2013-08-13 11_53_02","3747","4099","12"
"2013-08-13 11_53_03","3747","4101","21"
"2013-08-13 11_53_03","3747","4098","18"
"2013-08-13 11_53_04","3747","4100","13"
"2013-08-13 11_53_04","3747","4128","17"
"2013-08-13 11_53_05","3747","3999","26"
"2013-08-13 11_53_05","3747","4100","24"
"2013-08-13 11_53_06","3747","4094","33"
"2013-08-13 11_53_06","3747","4099","31"
"2013-08-13 11_53_07","3318","4083","34"
"2013-08-13 11_53_07","3318","4202","25"
"2013-08-13 11_53_08","3318","4607","19"
"2013-08-13 11_53_08","3318","4602","36"
"2013-08-13 11_53_09","3318","4594","22"
"2013-08-13 11_53_09","3318","4598","27"
"2013-08-13 11_53_10","3318","4598","32"
"2013-08-13 11_53_10","3318","4677","35"
"2013-08-13 11_53_11","3318","4591","40"
"2013-08-13 11_53_11","3318","4607","11"
"2013-08-13 11_53_12","3318","4600","29"
"2013-08-13 11_53_12","755","870","30"
"2013-08-13 11_53_12","3318","4575","28"
"2013-08-13 11_53_13","3169","4607","16"
"2013-08-13 11_53_13","3318","4713","37"
"2013-08-13 11_53_14","3318","4599","38"
"2013-08-13 11_53_14","3318","4600","39"
"2013-08-13 11_53_15","3318","4602","23"
"2013-08-13 11_53_15","3318","4582","14"
"2013-08-13 11_53_16","3318","4097","15"
"2013-08-13 11_53_16","3318","4099","20"
"2013-08-13 11_53_17","3318","4084","12"
"2013-08-13 11_53_17","3318","4097","21"
"2013-08-13 11_53_18","3633","4103","18"
"2013-08-13 11_53_18","3747","4104","13"
"2013-08-13 11_53_19","3747","4181","17"
"2013-08-13 11_53_19","3747","4080","26"
"2013-08-13 11_53_20","3747","4104","24"
"2013-08-13 11_53_20","3747","4097","33"
"2013-08-13 11_53_21","3747","4096","31"
"2013-08-13 11_53_21","3747","4198","34"
"2013-08-13 11_53_22","3747","4091","25"
"2013-08-13 11_53_22","3747","4106","19"
"2013-08-13 11_53_23","4176","4107","36"
"2013-08-13 11_53_23","3747","4098","22"
"2013-08-13 11_53_24","3747","4099","27"
"2013-08-13 11_53_24","3747","4100","32"
"2013-08-13 11_53_25","3747","4200","35"
"2013-08-13 11_53_25","3747","4098","40"
"2013-08-13 11_53_26","3747","4106","11"
"2013-08-13 11_53_26","3318","4131","29"
"2013-08-13 11_53_27","3747","4296","30"
"2013-08-13 11_53_27","3318","4618","28"
"2013-08-13 11_53_28","3318","4600","16"
"2013-08-13 11_53_28","3318","4697","37"
"2013-08-13 11_53_29","3318","4602","38"
"2013-08-13 11_53_29","3318","4602","39"
"2013-08-13 11_53_30","3318","4702","23"
"2013-08-13 11_53_30","3318","4607","14"
"2013-08-13 11_53_31","3318","4598","15"
"2013-08-13 11_53_31","3318","4600","20"
"2013-08-13 11_53_32","3318","4600","12"
"2013-08-13 11_53_32","3318","4637","21"
"2013-08-13 11_53_33","3318","4599","18"
"2013-08-13 11_53_33","3318","4701","13"
"2013-08-13 11_53_34","3318","4580","17"
"2013-08-13 11_53_34","3318","4594","26"
"2013-08-13 11_53_35","3318","4600","24"
"2013-08-13 11_53_35","3318","4600","33"
"2013-08-13 11_53_36","3318","4616","31"
"2013-08-13 11_53_36","3318","4603","34"
"2013-08-13 11_53_37","3318","4600","25"
"2013-08-13 11_53_37","3318","4602","19"
"2013-08-13 11_53_38","3633","4701","36"
"2013-08-13 11_53_38","3747","4598","22"
"2013-08-13 11_53_39","3747","4594","27"
"2013-08-13 11_53_39","3747","4601","32"
"2013-08-13 11_53_40","3747","4602","35"
"2013-08-13 11_53_40","3747","4622","40"
"2013-08-13 11_53_41","3747","4597","11"
"2013-08-13 11_53_41","3747","4590","29"
"2013-08-13 11_53_42","3747","4601","30"
"2013-08-13 11_53_42","3747","4605","28"
"2013-08-13 11_53_43","3747","4604","16"
"2013-08-13 11_53_43","3747","4602","37"
"2013-08-13 11_53_44","3747","4615","38"
"2013-08-13 11_53_44","3747","4600","39"
"2013-08-13 11_53_45","3747","4607","23"
"2013-08-13 11_53_45","3747","4594","14"
"2013-08-13 11_53_46","3742","4641","15"
"2013-08-13 11_53_46","3747","4601","20"
"2013-08-13 11_53_47","3747","4601","12"
"2013-08-13 11_53_47","3747","4596","21"
"2013-08-13 11_53_48","3747","4600","18"
"2013-08-13 11_53_48","3747","4697","13"
"2013-08-13 11_53_49","3747","4598","17"
"2013-08-13 11_53_49","3747","4600","26"
"2013-08-13 11_53_50","3747","4604","24"
"2013-08-13 11_53_50","3747","4555","33"
"2013-08-13 11_53_51","3747","4598","31"
"2013-08-13 11_53_51","3747","4612","34"
"2013-08-13 11_53_52","3747","4601","25"
"2013-08-13 11_53_52","3747","4594","19"
"2013-08-13 11_53_53","3747","4603","36"
"2013-08-13 11_53_53","3747","4602","22"
"2013-08-13 11_53_54","3747","4597","27"
"2013-08-13 11_53_54","3747","4600","32"
"2013-08-13 11_53_55","3747","4579","35"
"2013-08-13 11_53_55","3747","4599","40"
"2013-08-13 11_53_56","3747","4603","11"
"2013-08-13 11_53_56","3747","4600","29"
"2013-08-13 11_53_57","3747","4590","30"
"2013-08-13 11_53_57","3747","4594","28"
"2013-08-13 11_53_58","3747","4601","16"
"2013-08-13 11_53_58","3747","4616","37"
"2013-08-13 11_53_59","3747","4653","38"
"2013-08-13 11_53_59","3747","4576","39"
"2013-08-13 11_54_00","3747","4602","23"
"2013-08-13 11_54_00","3747","4602","14"
"2013-08-13 11_54_01","3747","4606","15"
"2013-08-13 11_54_01","887","1025","24"
"2013-08-13 11_54_01","3747","4608","20"
"2013-08-13 11_54_02","3747","4601","12"
"2013-08-13 11_54_02","3747","4602","21"
"2013-08-13 11_54_03","3747","4599","18"
"2013-08-13 11_54_03","3747","4606","13"
"2013-08-13 11_54_04","3747","4681","17"
"2013-08-13 11_54_04","3747","4585","26"
"2013-08-13 11_54_05","3747","4099","33"
"2013-08-13 11_54_05","3747","4077","31"
"2013-08-13 11_54_06","3747","4093","34"
"2013-08-13 11_54_06","3747","4098","25"
"2013-08-13 11_54_07","3747","4101","19"
"2013-08-13 11_54_07","3747","4051","36"
"2013-08-13 11_54_08","3747","4100","22"
"2013-08-13 11_54_08","3747","4101","27"
"2013-08-13 11_54_09","3747","4103","32"
"2013-08-13 11_54_09","3747","4101","35"
"2013-08-13 11_54_10","3747","4098","40"
"2013-08-13 11_54_10","3747","4106","11"
"2013-08-13 11_54_11","3747","4104","29"
"2013-08-13 11_54_11","3747","4100","30"
"2013-08-13 11_54_12","3747","4073","28"
"2013-08-13 11_54_12","3747","4102","16"
"2013-08-13 11_54_13","3747","4101","37"
"2013-08-13 11_54_13","3747","4101","38"
"2013-08-13 11_54_14","3747","4100","39"
"2013-08-13 11_54_14","3747","4108","23"
"2013-08-13 11_54_15","3747","4123","14"
"2013-08-13 11_54_15","3318","4099","15"
"2013-08-13 11_54_16","3318","4212","24"
"2013-08-13 11_54_16","3318","4600","20"
"2013-08-13 11_54_17","3318","4546","12"
"2013-08-13 11_54_17","3318","4597","21"
"2013-08-13 11_54_18","3318","4600","18"
"2013-08-13 11_54_18","3318","4600","13"
"2013-08-13 11_54_19","3318","4628","17"
"2013-08-13 11_54_19","3318","4589","26"
"2013-08-13 11_54_20","3318","4591","33"
"2013-08-13 11_54_20","3318","4602","31"
"2013-08-13 11_54_21","3318","4600","34"
"2013-08-13 11_54_21","3318","4602","25"
"2013-08-13 11_54_22","3318","4598","19"
"2013-08-13 11_54_22","3318","4578","36"
"2013-08-13 11_54_23","3318","4792","22"
"2013-08-13 11_54_23","3318","4811","27"
"2013-08-13 11_54_24","3318","4906","32"
"2013-08-13 11_54_24","3318","4807","35"
"2013-08-13 11_54_25","3318","4802","40"
"2013-08-13 11_54_25","3318","4821","11"
"2013-08-13 11_54_26","3318","4802","29"
"2013-08-13 11_54_26","3318","4802","30"
"2013-08-13 11_54_27","3633","4795","28"
"2013-08-13 11_54_27","3747","4487","16"
"2013-08-13 11_54_28","3747","4787","37"
"2013-08-13 11_54_28","3747","4802","38"
"2013-08-13 11_54_29","3747","4800","39"
"2013-08-13 11_54_29","3747","4819","23"
"2013-08-13 11_54_30","3747","4813","14"
"2013-08-13 11_54_30","3747","4800","15"
"2013-08-13 11_54_31","3747","4901","24"
"2013-08-13 11_54_31","3747","4791","20"
"2013-08-13 11_54_32","3747","4794","12"
"2013-08-13 11_54_32","3747","4792","21"
"2013-08-13 11_54_33","3747","4785","18"
"2013-08-13 11_54_33","3747","4906","13"
"2013-08-13 11_54_34","3747","4791","17"
"2013-08-13 11_54_34","3747","4786","26"
"2013-08-13 11_54_35","3747","4781","33"
"2013-08-13 11_54_35","3747","4806","31"
"2013-08-13 11_54_36","3747","4767","34"
"2013-08-13 11_54_36","3747","4741","25"
"2013-08-13 11_54_37","3747","4893","19"
"2013-08-13 11_54_37","3747","4789","36"
"2013-08-13 11_54_38","3747","4672","22"
"2013-08-13 11_54_38","3747","4600","27"
"2013-08-13 11_54_39","3747","4603","32"
"2013-08-13 11_54_39","4176","4600","35"
"2013-08-13 11_54_40","4176","4599","40"
"2013-08-13 11_54_40","3629","4630","11"
"2013-08-13 11_54_41","4176","4601","29"
"2013-08-13 11_54_41","4176","4630","30"
"2013-08-13 11_54_42","4171","4599","28"
"2013-08-13 11_54_42","4176","4599","16"
"2013-08-13 11_54_43","4176","4599","37"
"2013-08-13 11_54_43","4058","4601","38"
"2013-08-13 11_54_44","4176","4608","39"
"2013-08-13 11_54_44","4176","4608","23"
"2013-08-13 11_54_45","4176","4601","14"
"2013-08-13 11_54_45","865","1002","17"
"2013-08-13 11_54_45","4176","4601","15"
"2013-08-13 11_54_46","4176","4601","24"
"2013-08-13 11_54_46","4176","4611","20"
"2013-08-13 11_54_47","4176","4601","12"
"2013-08-13 11_54_47","4176","4601","21"
"2013-08-13 11_54_48","4176","4602","18"
"2013-08-13 11_54_48","3747","4601","13"
"2013-08-13 11_54_49","3598","4200","26"
"2013-08-13 11_54_49","3747","4090","33"
"2013-08-13 11_54_50","3747","4099","31"
"2013-08-13 11_54_50","4176","4200","34"
"2013-08-13 11_54_51","3747","4102","25"
"2013-08-13 11_54_51","3747","4082","19"
"2013-08-13 11_54_52","3747","4217","36"
"2013-08-13 11_54_52","3747","4096","22"
"2013-08-13 11_54_53","3747","4102","27"
"2013-08-13 11_54_53","4176","4066","32"
"2013-08-13 11_54_54","3747","4100","35"
"2013-08-13 11_54_54","3747","4104","40"
"2013-08-13 11_54_55","3747","4098","11"
"2013-08-13 11_54_55","3747","4101","29"
"2013-08-13 11_54_56","3747","4103","30"
"2013-08-13 11_54_56","3747","4217","28"
"2013-08-13 11_54_57","3747","4101","16"
"2013-08-13 11_54_57","3747","4099","37"
"2013-08-13 11_54_58","865","1200","24"
"2013-08-13 11_54_58","3747","4100","38"
"2013-08-13 11_54_58","3747","4109","39"
"2013-08-13 11_54_59","3747","4100","23"
"2013-08-13 11_54_59","3747","4096","14"
"2013-08-13 11_55_00","3747","4275","17"
"2013-08-13 11_55_00","3318","4601","15"
"2013-08-13 11_55_01","3318","4110","20"
"2013-08-13 11_55_01","3318","4120","12"
"2013-08-13 11_55_02","3318","4112","21"
"2013-08-13 11_55_02","3318","4199","18"
"2013-08-13 11_55_03","3318","4104","13"
"2013-08-13 11_55_03","3318","4105","26"
"2013-08-13 11_55_04","3318","4099","33"
"2013-08-13 11_55_04","3318","4101","31"
"2013-08-13 11_55_05","3318","4203","34"
"2013-08-13 11_55_05","3318","4124","25"
"2013-08-13 11_55_06","3318","4170","19"
"2013-08-13 11_55_06","3318","4000","36"
"2013-08-13 11_55_07","3318","4112","22"
"2013-08-13 11_55_07","3318","4199","27"
"2013-08-13 11_55_08","3318","4200","32"
"2013-08-13 11_55_08","3318","4088","35"
"2013-08-13 11_55_09","3318","4101","40"
"2013-08-13 11_55_09","3318","4103","11"
"2013-08-13 11_55_10","3318","4102","29"
"2013-08-13 11_55_10","3633","4076","30"
"2013-08-13 11_55_11","3318","4201","28"
"2013-08-13 11_55_11","3318","4098","16"
"2013-08-13 11_55_12","3318","4070","37"
"2013-08-13 11_55_12","3318","4546","24"
"2013-08-13 11_55_13","3318","4588","38"
"2013-08-13 11_55_13","3318","4603","39"
"2013-08-13 11_55_14","3318","4599","23"
"2013-08-13 11_55_14","3318","4601","14"
"2013-08-13 11_55_15","3318","4601","17"
"2013-08-13 11_55_15","3318","4597","15"
"2013-08-13 11_55_16","3318","4531","20"
"2013-08-13 11_55_16","3318","4602","12"
"2013-08-13 11_55_17","3318","4600","21"
"2013-08-13 11_55_17","3318","4603","18"
"2013-08-13 11_55_18","3318","4610","13"
"2013-08-13 11_55_18","3269","4614","26"
"2013-08-13 11_55_19","3318","4718","33"
"2013-08-13 11_55_19","3318","4705","31"
"2013-08-13 11_55_20","3318","4687","34"
"2013-08-13 11_55_20","3318","4588","25"
"2013-08-13 11_55_21","3318","4599","19"
"2013-08-13 11_55_21","3318","4609","36"
"2013-08-13 11_55_22","3318","4601","22"
"2013-08-13 11_55_22","3318","4600","27"
"2013-08-13 11_55_23","3633","4679","32"
"2013-08-13 11_55_23","3633","4602","35"
"2013-08-13 11_55_24","3747","4600","40"
"2013-08-13 11_55_24","3747","4601","11"
"2013-08-13 11_55_25","3747","4584","29"
"2013-08-13 11_55_25","3747","4694","30"
"2013-08-13 11_55_26","3747","4600","28"
"2013-08-13 11_55_26","3747","4601","16"
"2013-08-13 11_55_27","865","1027","15"
"2013-08-13 11_55_27","3747","4602","37"
"2013-08-13 11_55_27","3747","4600","24"
"2013-08-13 11_55_28","3747","4638","38"
"2013-08-13 11_55_28","3747","4600","39"
"2013-08-13 11_55_29","3747","4602","23"
"2013-08-13 11_55_30","3747","4727","14"
"2013-08-13 11_55_30","3747","4599","17"
"2013-08-13 11_55_30","3747","4100","20"
"2013-08-13 11_55_31","3747","4106","12"
"2013-08-13 11_55_31","3747","4106","21"
"2013-08-13 11_55_32","3747","4153","18"
"2013-08-13 11_55_32","3747","4100","13"
"2013-08-13 11_55_33","3747","4101","26"
"2013-08-13 11_55_33","3747","4099","33"
"2013-08-13 11_55_34","3747","4111","31"
"2013-08-13 11_55_34","3747","4102","34"
"2013-08-13 11_55_35","3747","3999","25"
"2013-08-13 11_55_35","3747","4073","19"
"2013-08-13 11_55_36","3747","4169","36"
"2013-08-13 11_55_36","3747","4102","22"
"2013-08-13 11_55_37","3747","4158","27"
"2013-08-13 11_55_37","3747","4190","32"
"2013-08-13 11_55_38","3747","4101","35"
"2013-08-13 11_55_38","3747","4103","40"
"2013-08-13 11_55_39","887","1309","37"
"2013-08-13 11_55_39","3747","4100","11"
"2013-08-13 11_55_39","3747","4101","29"
"2013-08-13 11_55_40","3747","4103","30"
"2013-08-13 11_55_40","3747","4109","28"
"2013-08-13 11_55_41","3318","4070","16"
"2013-08-13 11_55_41","3747","4298","15"
"2013-08-13 11_55_42","3318","4099","24"
"2013-08-13 11_55_42","3318","4104","38"
"2013-08-13 11_55_43","3318","4190","39"
"2013-08-13 11_55_43","3318","4102","23"
"2013-08-13 11_55_44","3318","4000","14"
"2013-08-13 11_55_44","865","1004","26"
"2013-08-13 11_55_44","3318","4084","17"
"2013-08-13 11_55_45","3318","4211","20"
"2013-08-13 11_55_45","3318","4101","12"
"2013-08-13 11_55_46","3318","4008","21"
"2013-08-13 11_55_46","3169","4210","18"
"2013-08-13 11_55_47","3313","4101","13"
"2013-08-13 11_55_47","3318","3570","33"
"2013-08-13 11_55_48","3318","3593","31"
"2013-08-13 11_55_48","3318","3627","34"
"2013-08-13 11_55_49","3318","3498","25"
"2013-08-13 11_55_49","3318","3498","19"
"2013-08-13 11_55_50","3318","3594","36"
"2013-08-13 11_55_50","3318","3598","22"
"2013-08-13 11_55_51","3318","3707","27"
"2013-08-13 11_55_51","3633","3721","32"
"2013-08-13 11_55_52","3318","3598","35"
"2013-08-13 11_55_52","3318","3600","40"
"2013-08-13 11_55_53","3169","3901","37"
"2013-08-13 11_55_53","3318","4104","11"
"2013-08-13 11_55_54","3318","4076","29"
"2013-08-13 11_55_54","3318","4101","30"
"2013-08-13 11_55_55","3318","4100","28"
"2013-08-13 11_55_55","3318","4103","16"
"2013-08-13 11_55_56","3318","4101","15"
"2013-08-13 11_55_56","3318","4150","24"
"2013-08-13 11_55_57","3747","4100","38"
"2013-08-13 11_55_57","3318","4120","39"
"2013-08-13 11_55_58","3318","4104","23"
"2013-08-13 11_55_58","2889","4100","14"
"2013-08-13 11_55_59","2889","4200","26"
"2013-08-13 11_55_59","2889","4610","17"
"2013-08-13 11_56_00","2889","4584","20"
"2013-08-13 11_56_00","2889","4602","12"
"2013-08-13 11_56_01","2889","4605","21"
"2013-08-13 11_56_01","2889","4584","18"
"2013-08-13 11_56_02","2889","4598","13"
"2013-08-13 11_56_02","2889","4609","33"
"2013-08-13 11_56_03","2889","4606","31"
"2013-08-13 11_56_03","2771","4501","34"
"2013-08-13 11_56_04","2889","4606","25"
"2013-08-13 11_56_04","3318","4701","19"
"2013-08-13 11_56_05","3318","4600","36"
"2013-08-13 11_56_05","3318","4600","22"
"2013-08-13 11_56_06","3318","4573","27"
"2013-08-13 11_56_06","3318","4600","32"
"2013-08-13 11_56_07","3318","4599","35"
"2013-08-13 11_56_07","3318","4599","40"
"2013-08-13 11_56_08","3318","4608","37"
"2013-08-13 11_56_08","3318","4592","11"
"2013-08-13 11_56_09","3318","4598","29"
"2013-08-13 11_56_09","3318","4598","30"
"2013-08-13 11_56_10","3633","4605","28"
"2013-08-13 11_56_10","3747","4570","16"
"2013-08-13 11_56_11","3598","4602","15"
"2013-08-13 11_56_11","3747","4600","24"
"2013-08-13 11_56_12","3747","4642","38"
"2013-08-13 11_56_12","887","999","21"
"2013-08-13 11_56_12","3747","4605","39"
"2013-08-13 11_56_13","3747","4630","23"
"2013-08-13 11_56_13","3747","4602","14"
"2013-08-13 11_56_14","3747","4579","26"
"2013-08-13 11_56_14","3747","4600","17"
"2013-08-13 11_56_15","3747","4612","20"
"2013-08-13 11_56_15","3747","4636","12"
"2013-08-13 11_56_16","3747","4195","18"
"2013-08-13 11_56_16","3747","4100","13"
"2013-08-13 11_56_17","3747","4103","33"
"2013-08-13 11_56_17","3747","4108","31"
"2013-08-13 11_56_18","3747","4096","34"
"2013-08-13 11_56_18","887","1101","35"
"2013-08-13 11_56_18","3747","4104","25"
"2013-08-13 11_56_19","3747","4191","19"
"2013-08-13 11_56_19","3747","4203","36"
"2013-08-13 11_56_20","3747","4110","22"
"2013-08-13 11_56_20","3747","4128","27"
"2013-08-13 11_56_21","4176","4114","32"
"2013-08-13 11_56_21","3747","3683","40"
"2013-08-13 11_56_22","3747","3700","37"
"2013-08-13 11_56_22","3747","3570","11"
"2013-08-13 11_56_23","3747","3582","29"
"2013-08-13 11_56_23","3747","3612","30"
"2013-08-13 11_56_24","3747","3578","28"
"2013-08-13 11_56_24","3747","3625","16"
"2013-08-13 11_56_25","3747","3493","15"
"2013-08-13 11_56_25","3747","3512","24"
"2013-08-13 11_56_26","3318","3601","38"
"2013-08-13 11_56_26","3318","3696","21"
"2013-08-13 11_56_27","3318","4068","39"
"2013-08-13 11_56_27","3318","3994","23"
"2013-08-13 11_56_28","3318","4085","14"
"2013-08-13 11_56_28","3318","4245","26"
"2013-08-13 11_56_29","3318","4102","17"
"2013-08-13 11_56_29","3318","4101","20"
"2013-08-13 11_56_30","3318","4182","12"
"2013-08-13 11_56_30","3318","4102","18"
"2013-08-13 11_56_31","3318","4001","13"
"2013-08-13 11_56_31","3318","4100","33"
"2013-08-13 11_56_31","865","1094","22"
"2013-08-13 11_56_32","3318","4101","31"
"2013-08-13 11_56_32","2889","4101","34"
"2013-08-13 11_56_33","2889","4101","35"
"2013-08-13 11_56_33","2889","4601","25"
"2013-08-13 11_56_34","2889","4674","19"
"2013-08-13 11_56_34","2889","4600","36"
"2013-08-13 11_56_35","2889","4098","27"
"2013-08-13 11_56_35","2889","4025","32"
"2013-08-13 11_56_36","2889","4110","40"
"2013-08-13 11_56_36","2889","4103","37"
"2013-08-13 11_56_37","2889","4128","11"
"2013-08-13 11_56_37","3204","4125","29"
"2013-08-13 11_56_38","3318","4092","30"
"2013-08-13 11_56_38","3318","4100","28"
"2013-08-13 11_56_39","3318","4099","16"
"2013-08-13 11_56_39","3318","4089","15"
"2013-08-13 11_56_40","755","898","26"
"2013-08-13 11_56_40","3318","4101","24"
"2013-08-13 11_56_40","3318","4098","38"
"2013-08-13 11_56_41","3318","4120","21"
"2013-08-13 11_56_41","3318","4098","39"
